id,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
894,1,0,0,0,3,1,0,2,1,1,1,1,1,1,0,1,3,19.65,2577,0
895,0,0,0,0,3,1,0,1,2,0,2,0,2,2,0,1,1,99.0,1474,1
896,1,0,0,0,3,1,0,2,1,1,1,1,1,1,0,1,2,20.5,2778,0
897,0,0,1,0,3,1,0,2,1,1,1,1,1,1,0,0,3,20.85,2685,0
898,1,0,0,0,3,1,0,1,0,0,2,0,0,2,0,0,1,85.7,1360,0
899,1,0,0,0,18,1,2,0,0,0,2,2,2,2,1,1,1,82.0,466,1
900,0,0,1,1,3,1,0,1,0,0,0,0,0,2,0,1,2,80.3,1330,1
901,1,1,1,0,3,1,2,1,0,2,2,0,2,2,0,1,2,105.9,1641,1
902,0,0,0,0,12,1,0,0,0,2,0,2,0,0,0,1,2,54.3,2528,0
903,0,0,0,0,3,1,0,1,0,0,2,0,0,0,0,1,3,74.75,1245,0
904,0,0,0,0,3,1,0,2,1,1,1,1,1,1,0,1,3,20.0,2453,0
905,0,0,1,1,43,1,2,1,0,0,2,0,0,2,0,1,0,92.55,1857,0
906,0,0,1,0,3,1,0,0,0,0,0,0,0,0,0,1,3,46.1,329,0
907,1,0,0,1,3,1,0,2,1,1,1,1,1,1,0,0,0,20.2,2179,0
908,1,1,0,0,3,1,0,1,0,0,0,0,2,0,0,1,2,79.9,1379,1
909,1,0,0,0,2,1,0,1,0,0,0,0,2,0,0,0,2,79.0,472,1
910,0,1,1,0,66,1,2,1,0,2,2,0,2,2,1,0,1,104.6,2585,0
911,0,0,1,1,3,1,2,1,0,0,0,0,0,2,0,1,0,84.75,1396,1
912,0,0,0,0,3,1,2,0,0,0,0,2,2,0,0,1,2,63.6,591,1
913,0,0,0,1,3,0,1,0,0,2,0,0,0,0,0,0,3,29.65,3028,0
914,0,1,1,0,3,0,1,0,0,2,0,0,0,0,0,1,2,30.75,2905,0
915,0,0,1,0,2,1,0,1,2,0,0,2,0,0,0,1,2,80.15,945,0
916,0,0,1,0,3,1,2,1,0,0,0,0,2,2,0,0,2,94.9,1438,0
917,0,0,0,0,3,1,2,0,0,0,0,0,2,0,0,1,2,60.25,727,0
918,1,0,0,0,3,1,0,1,0,2,2,2,2,2,0,1,2,107.95,1583,0
919,1,0,1,0,3,1,0,1,0,0,0,0,0,0,0,1,2,70.3,1055,1
920,1,0,1,1,3,1,0,0,0,2,2,0,0,0,0,1,3,56.15,708,1
921,0,0,1,0,52,0,1,0,2,2,2,2,2,2,2,0,1,66.25,1640,0
922,1,1,0,0,2,1,0,1,0,2,0,0,0,0,0,1,2,74.7,690,1
923,1,0,0,0,2,1,0,1,0,0,0,0,0,2,0,1,2,80.2,821,1
924,0,0,0,0,3,1,0,0,0,0,2,0,2,2,1,1,2,69.95,1128,0
925,0,0,0,0,31,1,2,1,2,0,2,0,0,0,0,1,1,84.75,1383,0
926,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,2,44.6,243,0
927,1,0,0,0,3,1,2,1,0,0,0,0,0,2,0,1,2,85.3,1395,1
928,0,0,0,0,3,1,0,0,0,0,0,0,2,0,0,1,2,54.2,430,0
929,0,0,1,1,3,1,0,0,0,0,0,0,0,0,0,0,3,44.3,364,1
930,0,0,0,0,3,1,0,2,1,1,1,1,1,1,0,0,3,19.85,2361,0
931,0,0,0,0,3,0,1,0,0,2,0,0,2,2,0,1,2,50.6,590,1
932,0,0,0,0,3,1,0,2,1,1,1,1,1,1,0,0,2,19.55,2450,0
933,1,0,1,1,3,1,0,1,2,2,0,0,2,0,0,0,2,89.85,1309,0
934,1,0,0,0,3,1,0,1,0,2,0,0,0,0,0,0,1,74.45,1138,0
935,1,0,0,0,3,1,0,1,0,2,2,0,0,2,0,0,2,90.4,1418,0
936,0,0,1,1,3,1,0,1,0,0,0,0,0,0,0,1,2,69.55,1006,0
937,1,0,0,0,3,1,2,1,0,0,0,0,0,0,0,0,3,75.0,1062,1
938,1,0,0,0,3,1,0,2,1,1,1,1,1,1,0,0,3,20.7,2363,0
939,1,0,0,0,3,1,0,0,0,0,0,0,2,0,0,0,3,55.15,629,1
940,0,0,1,1,72,1,2,0,2,2,2,2,2,2,2,0,0,92.65,2567,0
941,1,0,1,0,3,1,0,2,1,1,1,1,1,1,0,1,1,20.55,2203,1
942,1,0,0,0,3,1,0,0,0,0,0,2,0,0,0,1,3,50.25,557,0
943,1,0,1,1,71,1,2,1,2,0,2,0,2,2,2,0,2,105.55,2735,0
944,1,0,0,0,3,1,0,1,0,0,0,0,0,2,0,1,2,80.35,1346,0
945,1,0,1,1,14,1,2,0,2,2,0,0,0,2,0,0,3,69.2,3097,0
946,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,2,70.35,416,0
947,0,0,1,1,3,1,0,2,1,1,1,1,1,1,0,0,3,19.65,2428,0
948,0,0,1,1,45,1,2,2,1,1,1,1,1,1,2,1,0,24.65,157,0
949,1,0,0,0,3,1,0,1,0,0,0,0,2,0,0,1,2,78.5,1280,1
950,1,1,0,0,3,0,1,0,0,0,2,0,0,2,0,1,2,41.15,348,1
951,0,0,0,0,3,0,1,0,2,0,0,2,0,0,0,0,3,34.25,417,1
952,1,1,0,0,3,1,2,1,0,2,0,0,0,0,0,1,2,81.35,1220,1
953,0,0,1,0,3,1,2,1,0,2,0,0,0,2,0,1,1,91.5,1283,1
954,1,1,0,0,3,1,2,1,0,0,0,0,0,0,0,1,2,76.05,1207,1
955,0,0,0,0,3,1,0,2,1,1,1,1,1,1,0,0,3,19.85,2486,1
956,1,0,0,0,3,1,2,1,0,0,0,0,0,0,0,1,2,74.4,1198,1
957,1,0,0,0,24,1,0,1,0,0,0,0,0,2,0,1,1,79.85,1007,0
958,1,0,0,0,3,1,0,0,0,0,0,0,2,0,0,0,1,53.4,881,1
959,0,0,0,0,3,1,0,0,0,0,2,0,2,0,0,0,2,57.55,647,0
960,0,1,0,0,3,1,0,1,0,0,0,0,0,0,0,1,2,70.4,1032,1
961,0,0,1,0,3,1,2,1,0,0,0,0,0,0,0,1,1,74.1,1187,1
962,0,0,0,0,29,0,1,0,0,2,0,0,0,0,0,1,2,30.6,2968,1
963,1,0,0,0,3,1,0,1,0,0,0,0,2,0,0,0,2,79.25,1415,1
964,1,1,0,0,11,1,0,1,0,0,0,0,0,2,0,1,1,79.15,2916,0
965,0,0,0,0,47,1,2,1,0,2,2,0,2,2,0,1,2,106.4,2212,1
966,0,0,0,0,3,1,0,2,1,1,1,1,1,1,0,0,3,20.0,2485,0
967,0,1,0,0,3,1,0,1,0,0,2,0,2,0,0,1,2,86.85,1132,1
968,1,0,0,1,3,1,0,2,1,1,1,1,1,1,0,0,3,19.95,2386,0
969,0,0,0,0,3,1,2,1,0,0,0,0,2,2,0,1,2,96.6,1491,1
970,1,0,0,0,3,1,0,1,2,0,0,0,0,2,0,1,3,86.05,1293,0
971,0,0,0,0,3,1,0,2,1,1,1,1,1,1,0,0,3,20.4,2484,0
972,1,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,2,25.1,2847,0
973,1,0,0,1,3,1,0,1,0,0,0,0,0,0,0,0,2,69.65,1125,1
974,1,0,0,0,3,1,2,1,0,0,2,0,2,2,0,1,2,100.95,1620,1
975,1,0,0,0,20,1,0,1,2,2,2,2,2,2,0,1,0,108.2,1134,0
976,1,0,0,0,19,1,0,0,0,0,0,0,0,0,0,1,0,45.0,2984,0
977,0,0,0,0,3,1,0,2,1,1,1,1,1,1,1,0,3,20.25,2663,0
978,1,0,0,0,3,0,1,0,0,2,0,2,0,0,0,1,3,36.85,97,1
979,1,0,0,0,3,1,0,0,2,0,2,0,2,2,0,1,2,77.4,1038,0
980,1,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,2,24.75,2539,1
981,1,0,0,0,3,1,0,1,0,0,2,0,0,0,0,1,1,73.6,1213,0
982,1,0,1,1,71,1,2,1,2,2,2,2,2,2,2,1,0,116.05,2919,0
983,0,0,1,0,3,1,2,1,0,0,0,0,0,0,0,1,1,75.15,1094,1
984,1,0,1,0,3,1,2,2,1,1,1,1,1,1,0,1,3,23.6,3008,0
985,1,0,0,1,3,1,2,1,0,0,2,0,0,2,0,0,2,91.85,1366,1
986,1,1,1,0,3,0,1,0,0,0,0,0,2,0,0,1,3,36.45,3073,1
987,1,0,0,1,3,1,0,2,1,1,1,1,1,1,0,1,3,20.05,2751,0
988,0,0,1,0,3,1,2,1,0,0,0,0,0,0,0,1,2,75.85,1359,1
989,1,0,0,0,1,1,2,1,0,0,0,0,0,0,0,1,2,74.9,2730,1
990,1,0,0,1,3,1,0,0,0,0,0,2,2,2,0,0,3,70.7,1167,0
991,0,0,0,1,3,1,0,0,2,0,0,2,0,0,0,1,3,55.1,580,1
992,1,0,0,0,3,1,2,1,0,2,2,0,2,2,0,1,0,105.35,1602,1
993,0,0,1,0,28,1,2,2,1,1,1,1,1,1,1,0,3,25.55,2562,0
994,1,0,1,0,3,0,1,0,0,0,0,0,0,2,0,1,2,35.15,3155,1
995,1,0,1,0,3,0,1,0,0,0,0,2,0,0,0,1,2,29.9,3056,0
996,1,0,0,0,3,1,0,2,1,1,1,1,1,1,0,1,3,19.1,2258,0
997,1,0,1,1,61,1,0,2,1,1,1,1,1,1,2,0,1,20.55,337,0
998,0,0,0,0,3,1,0,1,0,2,0,0,2,2,0,1,2,95.1,1554,1
999,0,0,0,0,3,1,0,2,1,1,1,1,1,1,0,0,2,20.2,2520,0
1000,1,0,1,0,3,1,0,2,1,1,1,1,1,1,0,0,0,20.0,2142,0
1001,0,0,0,0,3,1,0,2,1,1,1,1,1,1,0,1,3,19.6,2407,1
1002,1,0,1,0,31,1,2,1,0,2,2,0,2,0,0,0,2,93.8,1536,1
1003,0,0,1,0,3,1,0,2,1,1,1,1,1,1,0,1,3,19.9,2013,0
1004,1,0,0,1,3,1,2,2,1,1,1,1,1,1,2,1,3,26.4,228,0
1005,1,0,0,0,3,0,1,0,0,0,2,0,2,0,0,1,3,40.15,333,1
1006,0,0,0,0,3,1,2,1,0,0,0,0,0,0,0,0,2,75.25,1279,1
1007,1,0,1,1,3,1,0,0,0,0,2,0,0,0,0,1,2,50.15,708,1
1008,1,1,0,0,8,1,0,1,2,0,0,2,2,2,0,0,1,100.3,2929,1
1009,1,0,1,1,56,1,2,1,0,0,2,2,2,2,2,1,2,103.2,2402,0
1010,0,0,0,0,3,0,1,0,0,0,0,0,2,0,0,1,1,34.8,149,0
1011,0,0,0,0,3,1,0,2,1,1,1,1,1,1,0,0,2,19.75,2387,1
1012,1,0,0,0,3,0,1,0,2,0,2,2,0,0,0,0,3,41.35,81,0
1013,0,0,1,1,12,0,1,0,2,0,0,2,0,0,1,0,1,33.15,1986,0
1014,1,0,0,0,3,1,2,0,0,0,0,2,2,0,0,1,3,65.25,1063,0
1015,1,0,0,0,3,1,0,0,0,0,0,2,0,0,0,1,3,50.5,514,0
1016,1,0,0,0,3,0,1,0,0,0,0,2,0,0,0,0,2,30.4,2903,0
1017,0,0,1,1,3,1,0,1,0,0,0,0,2,0,0,1,2,80.7,1253,0
1018,1,0,0,0,3,0,1,0,2,2,0,0,0,0,0,1,3,35.45,69,1
1019,1,0,0,0,4,1,0,2,1,1,1,1,1,1,1,0,3,19.7,192,0
1020,1,0,1,0,51,1,0,0,2,2,2,2,2,2,2,1,1,83.25,1867,0
1021,0,0,0,0,30,1,0,2,1,1,1,1,1,1,2,0,1,19.4,2380,0
1022,0,0,1,1,3,1,0,0,0,2,0,0,2,0,0,1,1,58.7,710,0
1023,1,0,1,0,67,1,2,1,2,2,2,0,2,2,1,0,1,109.9,2713,0
1024,1,0,1,0,3,0,1,0,0,2,0,0,0,0,0,0,1,29.8,3090,0
1025,0,0,1,1,3,1,0,1,0,2,0,2,0,0,0,1,2,80.0,1275,0
1026,0,0,0,0,3,1,2,1,0,0,0,0,0,0,0,0,0,74.4,1087,1
1027,1,0,0,1,3,1,0,0,0,0,0,0,2,0,0,1,1,54.7,720,1
1028,1,0,0,0,3,1,2,1,0,0,0,0,0,0,0,1,2,76.95,1188,1
1029,1,1,0,0,3,1,2,1,0,2,2,0,2,2,0,1,2,105.0,1499,1
1030,1,0,0,0,3,1,0,0,0,0,0,2,0,2,0,0,3,60.65,962,0
1031,0,0,0,1,3,1,0,2,1,1,1,1,1,1,1,1,1,20.55,2362,0
1032,1,0,0,0,3,1,0,1,0,0,2,2,2,0,0,1,3,89.85,1289,0
1033,1,0,0,0,3,1,0,0,0,2,0,0,0,0,0,1,3,49.9,328,1
1034,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,3,70.6,2638,0
1035,0,0,0,0,3,1,0,0,2,2,0,0,0,0,0,0,2,55.35,688,1
1036,1,0,0,0,3,1,0,2,1,1,1,1,1,1,0,1,3,19.8,2385,1
1037,0,1,0,0,33,0,1,0,2,2,2,0,2,2,0,1,0,59.45,883,0
1038,1,0,0,0,3,0,1,0,0,2,0,0,0,0,0,1,2,29.6,2841,1
1039,0,0,1,0,8,1,2,1,0,0,0,2,0,2,0,1,2,90.25,2741,0
1040,0,0,0,0,3,1,2,1,0,0,0,0,0,0,0,1,2,74.25,1069,1
1041,1,0,0,0,3,1,0,2,1,1,1,1,1,1,1,0,3,21.2,2224,0
1042,0,1,0,0,3,1,0,1,0,0,0,0,0,0,0,1,2,70.3,1231,1
1043,1,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,3,45.45,446,0
1044,0,0,0,0,3,1,0,1,0,0,0,0,0,0,0,1,2,69.85,979,0
1045,0,0,0,0,3,1,2,0,0,0,0,0,0,0,0,1,3,50.65,548,1
1046,1,1,0,0,3,1,2,1,0,0,0,0,0,0,0,1,2,77.0,1243,1
1047,1,0,0,0,3,1,0,0,0,0,0,0,0,0,0,1,2,45.35,443,1
1048,1,1,0,0,3,1,2,1,0,0,0,0,2,2,0,1,2,94.85,1647,0
1049,1,0,0,1,51,1,0,0,0,0,0,2,0,0,1,0,1,47.85,1235,0
1050,1,0,1,0,57,1,2,1,0,0,2,2,2,2,2,0,2,107.95,2421,0
1051,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,2,25.25,2388,1
1052,0,0,0,0,3,1,0,1,0,0,0,0,2,0,0,1,2,80.5,1212,0
1053,1,0,0,0,3,1,0,1,0,0,0,0,0,0,0,1,3,70.3,1127,0
1054,0,1,1,0,7,1,2,1,0,0,0,0,0,2,0,1,2,84.55,2514,1
1055,1,0,0,0,3,1,2,1,0,0,0,0,0,0,0,0,2,74.5,1101,0
1056,0,1,1,0,3,1,0,1,0,2,0,0,0,0,0,1,0,74.6,1252,0
1057,0,0,1,0,72,1,2,1,0,2,2,0,2,2,1,1,2,101.35,2710,0
1058,1,0,0,1,3,1,0,0,2,0,2,0,0,0,0,0,3,55.9,613,0
1059,1,0,1,1,71,1,2,0,2,2,2,2,2,2,2,0,2,90.4,2549,0
1060,0,0,1,1,3,0,1,0,2,0,0,0,0,0,0,0,1,29.7,3045,1
1061,0,1,0,0,3,1,2,1,0,2,0,0,0,0,0,1,2,79.4,1036,1
1062,1,0,0,0,4,1,0,1,0,0,0,0,0,0,0,1,2,70.2,1244,1
1063,1,0,0,0,4,1,0,1,0,0,0,0,0,2,0,1,2,79.9,1606,1
1064,1,0,1,1,4,0,1,0,2,0,0,0,2,0,0,0,1,38.55,602,0
1065,0,0,0,0,4,1,0,0,2,2,0,2,0,0,0,1,3,60.4,1432,1
1066,1,0,0,0,4,1,2,1,0,2,0,0,0,0,0,0,2,78.45,1623,1
1067,1,0,0,0,4,1,0,0,0,2,0,0,0,0,0,0,3,49.25,1053,0
1068,1,0,0,0,7,1,0,0,2,0,0,0,0,0,0,1,3,51.0,1709,1
1069,0,0,1,1,72,1,0,2,1,1,1,1,1,1,2,0,0,19.55,508,0
1070,1,0,0,0,4,1,0,1,0,0,2,2,0,2,0,1,2,90.4,1713,0
1071,0,0,0,0,4,1,2,1,0,2,0,0,0,0,0,1,3,80.3,1604,0
1072,0,0,1,1,4,1,2,1,0,2,0,0,2,2,0,1,2,97.95,1792,1
1073,1,0,1,1,4,1,2,1,0,2,2,0,0,0,0,1,0,84.8,1760,1
1074,1,0,0,0,4,0,1,0,0,0,0,0,2,2,0,1,2,44.55,750,1
1075,0,0,0,0,4,1,0,0,2,2,0,0,0,0,0,0,2,55.2,1129,0
1076,0,1,0,0,4,1,2,1,0,0,0,0,2,2,0,1,2,95.45,1829,1
1077,0,0,1,1,59,1,2,0,2,2,2,2,2,2,2,0,1,90.3,2222,0
1078,1,0,0,0,4,1,0,2,1,1,1,1,1,1,0,1,3,19.65,2559,0
1079,1,1,1,0,4,1,0,1,0,0,0,0,0,0,0,1,2,70.2,1460,0
1080,1,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,3,44.55,1130,0
1081,0,0,1,1,4,1,2,0,0,0,0,0,0,0,0,0,3,50.85,1254,1
1082,0,1,0,0,4,1,2,0,0,0,0,0,0,0,0,0,3,48.75,803,0
1083,1,0,0,0,4,1,0,2,1,1,1,1,1,1,0,1,1,20.7,2922,0
1084,0,0,1,1,4,1,0,0,2,0,0,0,0,0,0,0,2,50.3,1100,0
1085,1,0,0,0,4,1,2,1,0,2,0,0,0,2,0,1,2,90.05,1743,1
1086,0,0,0,0,4,1,0,2,1,1,1,1,1,1,0,0,3,20.05,2920,0
1087,1,0,1,1,4,1,0,2,1,1,1,1,1,1,2,0,1,19.55,2581,0
1088,0,0,1,1,4,1,0,1,0,0,0,0,0,2,0,0,2,80.85,1540,1
1089,1,0,0,1,53,1,0,0,2,2,0,2,0,0,1,0,1,62.85,1667,0
1090,0,0,0,0,4,0,1,0,2,0,0,0,0,0,0,1,3,29.15,115,0
1091,0,0,0,0,11,1,0,0,2,0,0,2,0,0,1,1,3,54.6,2466,0
1092,0,0,0,0,4,1,2,1,0,2,0,0,0,0,0,0,0,77.95,1551,1
1093,1,1,1,0,10,1,2,1,0,0,0,0,0,2,0,0,2,85.55,2962,1
1094,1,0,0,0,4,1,0,2,1,1,1,1,1,1,0,0,3,19.0,2702,0
1095,1,0,1,0,38,1,2,0,0,0,2,2,0,2,1,0,1,69.0,1411,0
1096,0,0,1,1,17,1,2,2,1,1,1,1,1,1,0,0,3,24.1,1868,1
1097,0,0,0,0,35,1,0,1,0,0,2,2,2,2,1,1,2,99.25,1708,0
1098,0,0,0,1,4,1,0,2,1,1,1,1,1,1,1,1,3,20.4,2944,0
1099,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,1,3,46.0,936,1
1100,1,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,2,44.75,1428,1
1101,1,0,0,1,4,1,2,1,0,0,0,2,0,0,0,0,1,80.8,1633,1
1102,0,1,0,0,4,1,2,1,0,0,0,0,0,0,0,1,2,74.45,1499,0
1103,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,1,3,24.25,3120,1
1104,1,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,3,24.3,1,0
1105,1,0,1,1,4,1,0,2,1,1,1,1,1,1,0,0,3,18.85,2938,0
1106,0,0,0,0,4,1,0,1,0,0,2,0,0,2,0,1,1,82.85,1587,0
1107,0,0,0,0,12,0,1,0,2,0,0,2,0,0,1,1,3,33.6,1954,0
1108,0,0,0,0,4,1,0,1,0,0,0,0,0,2,0,1,2,79.15,1579,1
1109,0,1,0,0,4,1,0,1,0,2,2,0,2,2,0,1,1,99.8,1984,1
1110,0,0,0,0,4,1,2,1,0,0,0,0,0,0,0,1,2,75.65,1537,0
1111,1,0,0,0,4,0,1,0,0,0,2,0,0,0,0,1,2,29.65,203,1
1112,1,0,1,0,54,1,2,1,0,2,2,0,2,2,0,1,2,104.3,2252,1
1113,0,0,1,0,4,1,0,2,1,1,1,1,1,1,0,0,3,19.6,3071,0
1114,0,0,0,0,4,1,0,2,1,1,1,1,1,1,0,0,3,20.15,2941,0
1115,1,0,0,0,4,1,2,1,0,0,0,0,0,2,0,1,2,85.65,1655,1
1116,0,1,0,0,4,1,2,1,2,0,0,0,0,0,0,1,2,80.25,1543,0
1117,1,0,1,1,36,1,0,2,1,1,1,1,1,1,2,0,1,19.45,2762,0
1118,1,0,1,1,10,0,1,0,2,2,2,2,0,2,2,0,1,53.7,2229,0
1119,0,0,1,1,42,1,0,1,0,0,2,0,2,2,0,1,2,92.15,1802,0
1120,1,0,0,0,2,1,0,1,0,0,0,0,0,0,0,1,1,69.8,366,1
1121,1,0,0,0,4,1,0,0,0,0,0,2,2,0,0,1,2,61.3,1312,0
1122,0,0,0,0,4,0,1,0,2,0,2,0,0,0,0,0,3,35.0,379,0
1123,1,0,0,0,6,1,0,2,1,1,1,1,1,1,0,0,3,20.65,105,0
1124,1,0,0,0,40,0,1,0,2,2,2,0,2,2,1,0,1,62.05,1338,0
1125,0,0,0,0,4,1,2,1,0,0,0,0,0,0,0,0,2,75.35,1654,1
1126,0,0,0,1,4,1,2,2,1,1,1,1,1,1,0,1,3,25.45,2938,0
1127,1,0,1,1,4,1,2,1,0,0,2,0,2,2,0,0,2,101.15,1796,1
1128,1,0,0,0,4,1,0,0,0,0,0,0,0,2,0,1,2,55.9,1247,0
1129,0,0,1,0,72,1,2,1,2,2,2,2,2,2,2,0,1,112.1,2861,0
1130,0,1,0,0,4,1,2,1,0,0,2,0,2,0,0,1,2,89.2,1678,1
1131,0,0,0,0,4,1,0,1,0,2,2,2,2,2,1,1,2,105.65,1985,1
1132,1,0,1,0,4,1,0,0,0,0,0,2,0,0,0,0,3,50.05,802,1
1133,1,0,0,0,4,1,0,2,1,1,1,1,1,1,0,0,3,19.0,2816,0
1134,1,0,0,0,4,1,0,1,0,0,2,0,0,0,0,1,2,73.9,1462,1
1135,1,0,0,1,4,1,0,0,2,0,0,0,0,0,0,1,2,49.4,849,1
1136,0,0,0,1,11,1,0,2,1,1,1,1,1,1,0,0,1,20.1,1139,1
1137,0,0,0,0,4,1,2,0,0,0,0,2,2,0,0,1,3,64.4,1345,0
1138,1,0,0,0,4,1,2,2,1,1,1,1,1,1,0,0,3,25.25,13,0
1139,0,0,0,0,4,1,0,0,0,0,0,0,2,0,0,0,1,55.5,1180,0
1140,0,0,0,1,4,1,2,1,0,2,0,0,2,0,0,0,3,89.6,1739,1
1141,1,0,0,0,4,1,0,2,1,1,1,1,1,1,0,0,3,20.7,2701,0
1142,0,0,0,0,3,1,0,1,0,0,0,0,2,2,0,1,2,89.45,1270,1
1143,1,0,1,1,55,1,0,2,1,1,1,1,1,1,2,0,3,20.5,197,0
1144,0,1,0,0,4,1,2,1,0,0,0,0,2,2,0,1,2,94.3,1926,1
1145,1,0,1,1,4,1,0,2,1,1,1,1,1,1,2,0,3,19.9,2777,0
1146,0,0,0,0,4,1,0,1,0,0,0,0,2,0,0,1,2,79.0,1542,1
1147,1,0,0,1,17,1,0,0,2,0,0,0,0,0,0,1,3,50.3,2949,0
1148,0,0,1,1,4,1,0,1,0,0,0,0,2,0,0,1,3,78.9,1522,0
1149,1,0,1,0,4,1,0,1,0,0,2,2,0,0,0,1,3,80.6,1586,1
1150,1,0,0,0,4,1,0,1,0,0,0,0,2,0,0,1,2,81.0,1662,1
1151,1,0,0,0,4,1,2,0,0,0,0,0,0,0,0,0,1,51.75,1012,1
1152,0,0,0,0,68,0,1,0,2,2,2,2,2,2,2,0,1,64.35,2032,0
1153,1,0,1,1,4,1,0,0,0,0,0,0,0,0,0,0,2,44.8,721,0
1154,1,0,1,1,4,1,0,0,0,0,0,2,0,2,0,0,1,61.45,1198,1
1155,1,0,0,0,4,1,0,2,1,1,1,1,1,1,0,0,3,19.75,2812,0
1156,1,0,1,0,4,1,2,1,0,2,0,0,2,2,0,1,2,100.2,1916,1
1157,1,0,0,0,4,1,2,1,2,0,0,0,2,0,0,0,2,90.65,1741,0
1158,0,0,0,0,4,1,0,1,0,0,0,0,0,0,0,1,1,70.05,1406,1
1159,1,1,0,0,4,1,0,1,0,0,2,0,2,2,0,1,2,94.75,1919,0
1160,1,0,0,0,4,1,0,1,2,2,0,2,0,2,0,1,3,94.9,1727,0
1161,1,0,1,0,4,1,2,1,0,0,0,0,0,0,0,1,2,74.65,1532,1
1162,1,1,0,0,57,1,0,0,0,0,2,2,0,0,1,1,2,53.5,1545,0
1163,0,0,0,1,4,1,2,1,0,2,2,0,0,0,0,0,0,84.05,1637,1
1164,0,0,0,0,26,1,2,1,0,0,2,0,2,2,0,1,0,100.5,1377,0
1165,1,0,0,0,4,1,0,0,0,0,0,0,0,2,0,0,2,54.3,952,1
1166,1,0,0,0,4,1,2,0,0,0,0,0,0,0,0,0,3,50.4,1039,1
1167,1,0,0,0,4,1,0,0,0,0,0,0,2,0,0,1,2,56.4,1226,0
1168,0,1,0,0,4,1,2,1,0,0,0,0,0,2,0,1,2,84.6,1725,1
1169,1,0,1,0,4,1,0,1,0,0,0,0,2,0,0,1,2,80.35,1554,1
1170,1,0,0,0,4,1,2,1,0,0,0,0,0,0,0,1,2,76.05,1584,1
1171,1,0,1,0,46,1,0,0,2,2,2,2,0,0,2,0,3,65.65,1549,0
1172,1,0,0,0,4,1,0,1,0,0,0,0,2,0,0,0,2,77.85,1518,1
1173,0,0,0,0,8,1,0,1,0,0,0,0,2,0,0,1,0,80.0,2477,0
1174,0,0,1,1,4,1,0,0,0,2,0,2,0,0,0,0,3,56.5,1229,1
1175,1,0,1,1,4,1,0,2,1,1,1,1,1,1,0,1,3,20.5,2799,0
1176,1,0,0,0,4,1,2,1,0,0,0,0,0,0,0,1,0,72.2,1551,1
1177,1,0,0,0,4,1,0,1,0,0,0,0,2,2,0,1,2,88.45,1754,1
1178,0,0,1,1,4,1,2,0,0,2,0,2,0,0,0,1,3,58.5,1159,0
1179,1,0,1,0,4,1,2,0,0,0,2,0,2,0,0,0,2,65.6,1331,0
1180,0,0,1,0,47,1,2,1,2,2,2,0,2,0,0,1,2,98.75,2030,1
1181,1,0,0,0,4,1,0,0,2,0,2,0,0,0,0,0,2,56.75,1296,0
1182,1,0,0,1,4,1,0,0,2,0,0,0,0,0,0,0,2,49.35,1117,1
1183,1,0,0,0,4,1,0,0,0,0,0,0,0,2,0,1,3,55.3,1247,0
1184,1,1,1,0,4,1,2,1,0,0,0,0,0,0,0,1,3,74.4,1552,1
1185,1,0,0,0,4,1,2,1,0,0,0,0,0,0,0,1,2,74.35,1398,1
1186,0,0,0,0,49,1,0,0,2,2,2,2,0,0,2,0,0,67.4,1629,0
1187,1,0,0,0,4,1,2,1,2,0,0,0,0,0,0,1,2,80.1,1649,0
1188,1,0,0,0,72,1,2,1,0,2,2,0,2,2,2,1,0,100.9,2743,0
1189,1,0,0,1,4,1,2,1,0,2,0,0,2,2,0,1,2,101.7,1734,1
1190,0,0,1,1,4,1,0,2,1,1,1,1,1,1,0,0,3,20.35,2774,1
1191,0,0,1,1,38,1,0,2,1,1,1,1,1,1,0,0,3,20.45,2822,0
1192,0,0,0,0,4,1,0,2,1,1,1,1,1,1,0,0,3,20.35,2798,1
1193,1,1,0,0,4,0,1,0,0,0,0,0,0,0,0,1,0,25.2,21,1
1194,1,0,0,0,4,1,0,0,0,2,0,2,2,0,0,1,0,63.75,1173,0
1195,1,0,0,0,4,1,0,0,0,0,0,0,0,0,0,1,1,44.8,775,0
1196,0,1,1,1,4,1,0,0,0,0,0,0,0,0,0,0,2,46.0,823,1
1197,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,1,2,24.45,2977,1
1198,0,0,1,0,11,1,0,0,0,0,0,0,0,0,0,1,2,44.05,2121,1
